USERID,USERNAME_,NAMESURNAME,STATUS_,USERGENDER,USERBIRTHDATE,REGION,CITY,TOWN,DISTRICT,ADDRESSTEXT
15098,cagri.can.erdogan38004@gmaileo.com,Çağrı Can Erdoğan,1,M,1989-09-29,Marmara,Istanbul,FATIH,YEDIKULE MAH.,YEDIKULE MAH. MAHZEN SOKAK  34107  FATIH/ISTANBUL
15099,pelin.zeynep.guven91527@outlookerlab.com,Pelin Zeynep Güven,1,F,1983-06-04,Akdeniz,Burdur,BURDUR MERKEZ,BURC MAH.,BURC MAH. TAC YILDIZ SOKAK    BURDUR MERKEZ/BURDUR
15100,umut.kurtulus3448@outlookerlab.com,Umut Kurtuluş,1,M,1982-09-08,Ic Anadolu,Kayseri,DEVELI,ASIK SEYRANI MAH.,ASIK SEYRANI MAH. TURAN SOKAK  38400  DEVELI/KAYSERI
15101,belgin.tarhan68244@hotmailia.com,Belgin Tarhan,1,F,1964-08-05,Ege,Izmir,KARABURUN,MORDOGAN-MORDOGAN MAH.,MORDOGAN-MORDOGAN MAH. GOKPINAR KUME EVLERI  35970  KARABURUN/IZMIR
15102,rabia.keles53172@inboxplus.com,Rabia Keleş,1,F,1951-12-23,Dogu Anadolu,Kars,SARIKAMIS,YENI MAH.,YENI MAH. KRISTAL KAR CADDESI  36500  SARIKAMIS/KARS
15103,deniz.coskun10320@yahootracker.com,Deniz Coşkun,1,M,1975-10-11,Karadeniz,Karabuk,OVACIK/KARABUK,GUMELIK KOYU,GUMELIK KOYU MAH. SUTCU MEVKI    OVACIK/KARABUK/KARABUK
15104,serap.funda.dinc93918@outlookerlab.com,Serap Funda Dinç,1,F,1978-06-23,Marmara,Istanbul,BAGCILAR,YILDIZTEPE MAH.,YILDIZTEPE MAH. 30/2. SOKAK  34200  BAGCILAR/ISTANBUL
15105,can.aydin17668@yahootracker.com,Can Aydın,1,M,1956-07-06,Karadeniz,Samsun,CANIK,GAZI MAH.,GAZI MAH. SULTANDAGI SOKAK    CANIK/SAMSUN
15106,naz.ahu.yucel94144@hotmailia.com,Naz Ahu Yücel,1,F,1977-04-24,Marmara,Sakarya,KAYNARCA,ORTA MAH.,ORTA MAH. YILDIZ 1 SOKAK  54650  KAYNARCA/SAKARYA
15107,nazli.fatma.yilmaz89785@inboxplus.com,Nazlı Fatma Yılmaz,1,F,1995-01-27,Dogu Anadolu,Erzurum,AZIZIYE,DADASKENT 200 EVLER MAH.,DADASKENT 200 EVLER MAH. 14. SOKAK    AZIZIYE/ERZURUM
15108,zehra.feride.bagci89912@gmaileo.com,Zehra Feride Bağcı,1,F,1954-10-21,Dogu Anadolu,Van,ERCIS,YESILOVA MAH.,YESILOVA MAH. 562. DELICAY SOKAK  65400  ERCIS/VAN
15109,irem.gunduz68971@gmaileo.com,İrem Gündüz,1,F,1963-04-23,Akdeniz,Hatay,REYHANLI,BAHCELIEVLER MAH.,BAHCELIEVLER MAH. 328. SOKAK  31500  REYHANLI/HATAY
15110,defne.eren80383@inboxplus.com,Defne Eren,1,F,1969-11-28,Marmara,Istanbul,USKUDAR,CENGELKOY MAH.,CENGELKOY MAH. ESKI AYVALIK SUYOLU SOKAK  34680  USKUDAR/ISTANBUL
15111,engin.kara16240@hotmailia.com,Engin Kara,1,M,1997-09-18,Dogu Anadolu,Malatya,MALATYA MERKEZ,ASAGI BAGLAR MAH.,ASAGI BAGLAR MAH. HASANBEY CAD.1. SOKAK    MALATYA MERKEZ/MALATYA
15112,gokhan.cakir21736@yahootracker.com,Gökhan Çakır,1,M,1964-01-14,Dogu Anadolu,Mus,BULANIK,SEHITLIK MAH.,SEHITLIK MAH. 445. SOKAK  49500  BULANIK/MUS
15113,ahmet.kose12590@yahootracker.com,Ahmet Köse,1,M,1963-12-13,Marmara,Istanbul,BASAKSEHIR,ALTINSEHIR MAH.,ALTINSEHIR MAH. RUZGAR SOKAK  34494  BASAKSEHIR/ISTANBUL
15114,gizem.aydin58013@yahootracker.com,Gizem Aydın,1,F,1957-01-13,Akdeniz,Hatay,DORTYOL,OCAKLI MAH.,OCAKLI MAH. YUNUS EMRE CADDESI  31600  DORTYOL/HATAY
15115,sinan.onur.cakmak31920@gmaileo.com,Sinan Onur Çakmak,1,M,1993-08-11,Guneydogu Anadolu,Mardin,KIZILTEPE,DIKMEN-MIRZEOGLU MAH.,DIKMEN-MIRZEOGLU MAH. KIZILAY CADDESI    KIZILTEPE/MARDIN
15116,sevgi.kaya61387@inboxplus.com,Sevgi Kaya,1,F,1957-11-26,Guneydogu Anadolu,Sanliurfa,SIVEREK,SABUNCU KOYU,SABUNCU KOYU MAH. KARATASLI MEZRASI    SIVEREK/SANLIURFA
15117,duygu.pelin.bozkurt97423@gmaileo.com,Duygu Pelin Bozkurt,1,F,1968-04-19,Marmara,Istanbul,PENDIK,ORHANGAZI MAH.,ORHANGAZI MAH. CICEK SOKAK  34903  PENDIK/ISTANBUL
